modern_precinct,sbe2006_precinct,dominant_share_blocks,sbe2006_parts,modern_block_count,block_count
PITT - 1509,PITT - GREENVILLE 09,100.0,1,108,108
PITT - 1510A,PITT - GREENVILLE 10A,100.0,1,50,50
PITT - 1510B,PITT - GREENVILLE 10B,100.0,1,49,49
PITT - 1511A,PITT - GREENVILLE 11A,100.0,1,65,65
PITT - 1511B,PITT - GREENVILLE 11B,100.0,1,39,39
PITT - 1512A,PITT - GREENVILLE 12A,85.48,2,124,106
PITT - 1512B,PITT - GREENVILLE 12B,100.0,1,53,53
PITT - 1513A,PITT - WINTERVILLE EAST,98.59,2,71,70
PITT - 1513B,PITT - WINTERVILLE EAST,89.71,5,68,61
POLK - CG05,POLK - COOPERS GAP,93.83,4,81,76
POLK - CL07,POLK - COLUMBUS 1,98.41,2,126,124
POLK - CL08,POLK - COLUMBUS 2,100.0,1,84,84
POLK - GC09,POLK - GREEN CREEK,95.96,3,99,95
POLK - SA04,POLK - SALUDA,99.31,2,145,144
POLK - TR123,POLK - 123,97.01,3,167,162
POLK - WO06,POLK - WHITE OAK,95.74,4,94,90
RANDOLPH - AE,RANDOLPH - ASHEBORO EASTSIDE,61.57,2,216,133
RANDOLPH - AN,RANDOLPH - ASHEBORO NORTH 2,52.17,4,138,72
RANDOLPH - AR,RANDOLPH - ARCHDALE 3,44.1,7,229,101
RANDOLPH - AS,RANDOLPH - ASHEBORO SOUTHPOINTE,56.04,3,182,102
RANDOLPH - AW,RANDOLPH - ASHEBORO LOFLIN,45.05,3,273,123
RANDOLPH - BC,RANDOLPH - BACK CREEK,99.05,2,105,104
RANDOLPH - DR,RANDOLPH - FRANKLINVILLE,53.49,3,215,115
RANDOLPH - GR,RANDOLPH - GRANT,99.07,2,108,107
RANDOLPH - LB,RANDOLPH - LIBERTY,97.27,3,183,178
RANDOLPH - LC,RANDOLPH - LEVEL CROSS,100.0,1,50,50
RANDOLPH - NM,RANDOLPH - NEW MARKET SOUTH,56.44,2,163,92
RANDOLPH - PR,RANDOLPH - PROVIDENCE 2,60.42,5,144,87
RANDOLPH - RM,RANDOLPH - RAMSEUR,98.54,3,206,203
RANDOLPH - RN,RANDOLPH - RANDLEMAN EAST,59.35,5,278,165
RANDOLPH - SE,RANDOLPH - COLERIDGE,70.29,3,138,97
RANDOLPH - SO,RANDOLPH - RICHLAND,70.05,4,187,131
RANDOLPH - ST,RANDOLPH - STALEY,100.0,1,127,127
RANDOLPH - SW,RANDOLPH - CONCORD,57.75,3,142,82
RANDOLPH - TB,RANDOLPH - TABERNACLE,96.43,3,112,108
RANDOLPH - TR,RANDOLPH - PROSPECT,39.51,7,286,113
RANDOLPH - TT,RANDOLPH - TRINITY TABERNACLE,100.0,1,89,89
RANDOLPH - UG,RANDOLPH - CEDAR GROVE EAST,40.96,4,249,102
RICHMOND - 01,RICHMOND - ROCKINGHAM 1,98.74,4,239,236
RICHMOND - 02,RICHMOND - ROCKINGHAM 2,99.52,2,210,209
RICHMOND - 08,RICHMOND - MARKS CREEK 1,99.22,2,258,256
RICHMOND - 09,RICHMOND - MARKS CREEK 2,99.7,2,331,330
RICHMOND - 10,RICHMOND - BEAVER DAM 1,100.0,1,93,93
RICHMOND - 14,RICHMOND - STEELES 1,98.25,2,57,56
RICHMOND - 21,RICHMOND - ROCKINGHAM 3,56.82,2,88,50
RICHMOND - 22,RICHMOND - WOLF PIT 1,66.46,2,164,109
RICHMOND - 23,RICHMOND - WOLF PIT 3,50.86,3,116,59
RICHMOND - 24,RICHMOND - MINERAL SPRINGS 1,76.47,3,204,156
RICHMOND - 25,RICHMOND - MINERAL SPRINGS 2,54.62,2,119,65
ROBESON - 01,ROBESON - ALFORDSVILLE,100.0,1,100,100
ROBESON - 02,ROBESON - BACK SWAMP,100.0,1,148,148
ROBESON - 03,ROBESON - BRITTS,98.73,2,79,78
ROBESON - 04,ROBESON - BURNT SWAMP,96.49,2,57,55
ROBESON - 05A,ROBESON - FAIRMONT 1,68.49,2,219,150
ROBESON - 07,ROBESON - GADDYS,100.0,1,46,46
ROBESON - 08,ROBESON - HOWELLSVILLE EAST,98.78,2,82,81
ROBESON - 09,ROBESON - HOWELLSVILLE WEST,100.0,1,91,91
ROBESON - 10,ROBESON - LUMBER BRIDGE,98.0,3,100,98
ROBESON - 11,ROBESON - LUMBERTON 1,100.0,1,135,135
ROBESON - 11A,ROBESON - LUMBERTON 1,100.0,1,43,43
ROBESON - 12,ROBESON - LUMBERTON 2,100.0,1,152,152
ROBESON - 13,ROBESON - LUMBERTON 3,94.68,3,94,89
ROBESON - 14,ROBESON - LUMBERTON 4,100.0,1,111,111
ROBESON - 15,ROBESON - LUMBERTON 5,100.0,1,158,158
ROBESON - 16,ROBESON - LUMBERTON 6,100.0,1,52,52
ROBESON - 17,ROBESON - LUMBERTON 7,100.0,1,73,73
ROBESON - 18A,ROBESON - LUMBERTON 8A,99.29,2,140,139
ROBESON - 19,ROBESON - MAXTON,100.0,1,261,261
ROBESON - 20,ROBESON - ORRUM,100.0,1,70,70
ROBESON - 21,ROBESON - PARKTON,94.33,3,141,133
ROBESON - 22,ROBESON - PEMBROKE NORTH,100.0,1,94,94
ROBESON - 23,ROBESON - PEMBROKE SOUTH,100.0,1,177,177
ROBESON - 24,ROBESON - PHILADELPHUS,100.0,1,73,73
ROBESON - 25,ROBESON - RAFT SWAMP,100.0,1,99,99
ROBESON - 26A,ROBESON - RED SPRINGS 1,62.77,3,188,118
ROBESON - 28,ROBESON - RENNERT,100.0,1,72,72
ROBESON - 29,ROBESON - ROWLAND,100.0,1,179,179
ROBESON - 30,ROBESON - SADDLETREE,100.0,1,133,133
ROBESON - 32A,ROBESON - ST PAULS NORTH,52.91,2,327,173
ROBESON - 33,ROBESON - SHANNON,100.0,1,35,35
ROBESON - 34,ROBESON - OXENDINE,97.94,2,97,95
ROBESON - 35,ROBESON - PROSPECT,100.0,1,69,69
ROBESON - 36,ROBESON - SMYRNA,94.44,4,72,68
ROBESON - 37,ROBESON - STERLINGS,98.21,2,56,55
ROBESON - 38,ROBESON - THOMPSON,97.56,2,41,40
ROBESON - 39,ROBESON - UNION,100.0,1,118,118
ROBESON - 40,ROBESON - WHITEHOUSE,100.0,1,59,59
ROBESON - 41,ROBESON - WISHARTS,100.0,1,158,158
ROCKINGHAM - DR,ROCKINGHAM - DRAPER,100.0,1,132,132
ROCKINGHAM - EC,ROCKINGHAM - EDEN CENTRAL,98.91,2,184,182
ROCKINGHAM - ED,ROCKINGHAM - LEAKSVILLE 1,36.0,3,250,90
ROCKINGHAM - HO-1,ROCKINGHAM - HOGANS,53.68,4,95,51
ROCKINGHAM - HU-1,ROCKINGHAM - HUNTSVILLE,94.83,4,116,110
ROCKINGHAM - LI-1,ROCKINGHAM - LINCOLN,91.46,2,164,150
ROCKINGHAM - MO,ROCKINGHAM - IRONWORKS,74.59,4,122,91
ROCKINGHAM - NB,ROCKINGHAM - NEW BETHEL,100.0,1,94,94
ROCKINGHAM - RC,ROCKINGHAM - ROCK CENTRAL,99.45,2,182,181
ROCKINGHAM - RE-1,ROCKINGHAM - COURTLAND,60.0,3,285,171
ROCKINGHAM - RE-2,ROCKINGHAM - MCCOY,76.88,3,160,123
ROCKINGHAM - ST,ROCKINGHAM - MATRIMONY,88.89,3,171,152
ROCKINGHAM - WI,ROCKINGHAM - WILLIAMSBURG,67.23,3,119,80
ROCKINGHAM - WS-1,ROCKINGHAM - AYERS VALLEY,57.14,3,315,180
ROWAN - 01,ROWAN - BARNHARDT MILL,100.0,1,41,41
ROWAN - 02,ROWAN - BLACKWELDER PARK,96.43,3,84,81
ROWAN - 03,ROWAN - BOSTIAN CROSS ROAD,93.62,2,47,44
ROWAN - 04,ROWAN - BRADSHAW,83.15,4,89,74
ROWAN - 05A,ROWAN - CHINA GROVE NORTH,55.5,3,218,121
ROWAN - 07,ROWAN - CLEVELAND,100.0,1,115,115
ROWAN - 08,ROWAN - LOCKE SOUTH,100.0,1,54,54
ROWAN - 09,ROWAN - ENOCHVILLE EAST,95.89,4,73,70
ROWAN - 10,ROWAN - FAITH,99.05,2,105,104
ROWAN - 11,ROWAN - FRANKLIN,96.83,3,63,61
ROWAN - 12,ROWAN - MILFORD HILLS COUNTY,100.0,1,58,58
ROWAN - 13,ROWAN - ROCK GROVE,100.0,1,55,55
ROWAN - 14A,ROWAN - GRANITE QUARRY NORTH,56.8,3,169,96
ROWAN - 15,ROWAN - HATTERS SHOP,94.68,2,94,89
ROWAN - 16,ROWAN - KANNAPOLIS WEST,93.26,2,89,83
ROWAN - 17,ROWAN - KANNAPOLIS EAST,100.0,1,137,137
ROWAN - 18,ROWAN - SPENCER EAST,90.62,2,96,87
ROWAN - 19A,ROWAN - LANDIS WEST,55.19,3,241,133
ROWAN - 21,ROWAN - LOCKE NORTH,94.74,3,57,54
ROWAN - 22,ROWAN - MORGAN 1,100.0,1,72,72
ROWAN - 23,ROWAN - MORGAN 2,100.0,1,67,67
ROWAN - 24,ROWAN - MT. ULLA,82.86,3,70,58
ROWAN - 25,ROWAN - ROCKWELL,100.0,1,157,157
ROWAN - 26,ROWAN - GOLD KNOB,100.0,1,37,37
ROWAN - 27,ROWAN - SCOTCH IRISH,97.73,2,44,43
ROWAN - 28,ROWAN - SPENCER,100.0,1,156,156
ROWAN - 29,ROWAN - STEELE,92.16,3,51,47
ROWAN - 30,ROWAN - SUMNER,98.44,2,128,126
ROWAN - 31,ROWAN - TRADING FORD,93.75,3,64,60
ROWAN - 32,ROWAN - UNITY,98.59,2,71,70
ROWAN - 33,ROWAN - BOSTIAN SCHOOL,93.65,3,63,59
ROWAN - 34,ROWAN - WARD WEST 2,99.26,2,136,135
ROWAN - 35,ROWAN - WARD WEST 1,100.0,1,61,61
ROWAN - 36,ROWAN - WARD SOUTH,100.0,1,116,116
ROWAN - 38,ROWAN - WARD EAST,98.44,3,128,126
ROWAN - 39,ROWAN - INNES WEST,94.12,3,68,64
ROWAN - 40,ROWAN - WARD NORTH,99.1,2,111,110
ROWAN - 41,ROWAN - MILFORD HILLS CITY,93.44,3,61,57
ROWAN - 42,ROWAN - WARD WEST 3,100.0,1,52,52
ROWAN - 44,ROWAN - ENOCHVILLE WEST,91.07,2,56,51
ROWAN - 45,ROWAN - ELLIS,97.22,2,36,35
RUTHERFORD - 03A,RUTHERFORD - SUNSHINE,58.54,3,123,72
RUTHERFORD - 04A,RUTHERFORD - CAMP CREEK,50.39,4,129,65
RUTHERFORD - 05A,RUTHERFORD - CLIFFSIDE,53.06,3,196,104
RUTHERFORD - 06A,RUTHERFORD - CHIMNEY ROCK 1,58.82,4,272,160
RUTHERFORD - 09A,RUTHERFORD - SULPHER SPRINGS,53.6,4,125,67
RUTHERFORD - 10A,RUTHERFORD - GOLDEN VALLEY,54.17,3,96,52
RUTHERFORD - 11,RUTHERFORD - ELLENBORO,100.0,1,230,230
RUTHERFORD - 13,RUTHERFORD - FOREST CITY 1,96.02,3,201,193
RUTHERFORD - 14,RUTHERFORD - FOREST CITY 2,98.82,2,169,167
RUTHERFORD - 16A,RUTHERFORD - GILKEY,59.26,3,108,64
RUTHERFORD - 18,RUTHERFORD - GREEN HILL,96.77,4,93,90
RUTHERFORD - 19,RUTHERFORD - HAYNES,95.08,3,61,58
RUTHERFORD - 27,RUTHERFORD - RUTHERFORDTON 1,97.74,3,133,130
RUTHERFORD - 28,RUTHERFORD - RUTHERFORDTON 2,94.78,2,115,109
RUTHERFORD - 29,RUTHERFORD - SANDY MUSH,98.08,3,104,102
RUTHERFORD - 30,RUTHERFORD - SPINDALE,92.13,3,178,164
RUTHERFORD - 34,RUTHERFORD - UNION,91.38,4,58,53
SAMPSON - AUTR,SAMPSON - AUTRYVILLE,100.0,1,82,82
SAMPSON - CLCE,SAMPSON - CLINTON CENTRAL,98.31,2,59,58
SAMPSON - CLEA,SAMPSON - CLINTON EAST,100.0,1,115,115
SAMPSON - CLEM,SAMPSON - CLEMENT,95.74,3,47,45
SAMPSON - CLNE,SAMPSON - CLINTON NORTHEAST,98.0,2,100,98
SAMPSON - CLSW,SAMPSON - CLINTON SOUTHWEST,100.0,1,65,65
SAMPSON - CLWE,SAMPSON - CLINTON WEST,100.0,1,98,98
SAMPSON - GARL,SAMPSON - GARLAND,100.0,1,125,125
SAMPSON - GIDD,SAMPSON - GIDDENSVILLE,97.87,2,94,92
SAMPSON - HARR,SAMPSON - HARRELLS,95.83,2,144,138
SAMPSON - HERR,SAMPSON - HERRING,100.0,1,37,37
SAMPSON - INGO,SAMPSON - INGOLD,99.01,2,101,100
SAMPSON - KEEN,SAMPSON - KEENER,100.0,1,47,47
SAMPSON - KFRK,SAMPSON - KITTY FORK,100.0,1,69,69
SAMPSON - LAKE,SAMPSON - LAKEWOOD,99.1,2,111,110
SAMPSON - MING,SAMPSON - MINGO,100.0,1,103,103
SAMPSON - NGRV,SAMPSON - NEWTON GROVE,95.87,3,121,116
SAMPSON - PLVW,SAMPSON - PLAINVIEW,91.53,2,59,54
SAMPSON - ROSE,SAMPSON - ROSEBORO,100.0,1,99,99
SAMPSON - ROWA,SAMPSON - ROWAN,98.44,2,64,63
SAMPSON - SBRG,SAMPSON - SALEMBURG,100.0,1,73,73
SAMPSON - TURK,SAMPSON - TURKEY,96.55,2,87,84
SAMPSON - WBRK,SAMPSON - WESTBROOK,100.0,1,75,75
SCOTLAND - 01-16,SCOTLAND - 01,60.86,3,304,185
SCOTLAND - 02-25,SCOTLAND - 02,73.68,2,190,140
SCOTLAND - 03,SCOTLAND - 03,100.0,1,154,154
SCOTLAND - 04,SCOTLAND - 04,100.0,1,144,144
SCOTLAND - 05-10,SCOTLAND - 10,98.6,2,143,141
SCOTLAND - 06-89,SCOTLAND - 08,58.53,2,340,199
SCOTLAND - 07,SCOTLAND - 07,98.97,3,194,192
STANLY - 0003,STANLY - ALBEMARLE 01,65.52,2,87,57
STANLY - 0011,STANLY - ALBEMARLE 11,100.0,1,61,61
STANLY - 0014,STANLY - ALBEMARLE EAST,96.49,2,57,55
STANLY - 0015,STANLY - BADIN,100.0,1,89,89
STANLY - 0016,STANLY - PALMERVILLE,94.81,3,77,73
STANLY - 0017,STANLY - NEW LONDON,98.98,2,98,97
STANLY - 0018,STANLY - RICHFIELD,99.12,2,113,112
STANLY - 0019,STANLY - RIDENHOUR,100.0,1,56,56
STANLY - 0021,STANLY - ENDY,100.0,1,62,62
STANLY - 0022,STANLY - BIG LICK 1,98.41,2,126,124
STANLY - 0023,STANLY - BIG LICK 2,95.32,2,171,163
STANLY - 0024,STANLY - FURR 1,98.17,2,109,107
STANLY - 0025,STANLY - FURR 2,93.15,3,146,136
STANLY - 0107,STANLY - ALBEMARLE 07,92.94,3,85,79
STANLY - 0108,STANLY - ALBEMARLE 08,100.0,1,72,72
STANLY - 0110,STANLY - ALBEMARLE 10,88.49,2,139,123
STANLY - 0113,STANLY - ALBEMARLE SOUTH,97.18,2,71,69
STANLY - 0120,STANLY - ALMOND,93.51,2,77,72
STANLY - 0126,STANLY - TYSON,78.1,2,105,82
STANLY - 0127,STANLY - CENTER EAST,61.49,2,161,99
STANLY - 0212,STANLY - ALBEMARLE 02,78.18,2,165,129
STOKES - 01,STOKES - DANBURY,96.97,2,66,64
STOKES - 02,STOKES - SANDY RIDGE,100.0,1,77,77
STOKES - 03,STOKES - LAWSONVILLE,94.74,3,57,54
STOKES - 04,STOKES - CHESTNUT GROVE,96.72,2,61,59
STOKES - 0506,STOKES - FRANS,53.7,4,108,58
STOKES - 07,STOKES - REYNOLDS,91.89,4,37,34
STOKES - 08,STOKES - FLINTY KNOLL,100.0,1,46,46
STOKES - 09,STOKES - PINNACLE,93.67,5,79,74
STOKES - 10,STOKES - KING EAST,98.94,2,94,93
STOKES - 11,STOKES - KING WEST,98.11,3,106,104
STOKES - 12,STOKES - MOUNT OLIVE,97.3,2,37,36
STOKES - 13,STOKES - MIZPAH,90.91,2,22,20
STOKES - 140,STOKES - WILSON STORE,94.12,3,51,48
STOKES - 150,STOKES - GERMANTON,100.0,1,49,49
STOKES - 1618,STOKES - WALNUT COVE EAST,86.27,3,102,88
STOKES - 17,STOKES - WALNUT COVE WEST,100.0,1,72,72
STOKES - 1819,STOKES - PINE HALL,50.0,3,72,36
STOKES - 20,STOKES - MITCHELL,97.83,2,46,45
SURRY - 01,SURRY - BRYAN,87.77,4,139,122
SURRY - 04,SURRY - DOBSON 3,98.81,2,84,83
SURRY - 05,SURRY - ELDORA,100.0,1,86,86
SURRY - 09,SURRY - FRANKLIN,96.49,4,114,110
SURRY - 10,SURRY - LONGHILL,89.04,3,73,65
SURRY - 11,SURRY - MARSH,92.41,4,79,73
SURRY - 12,SURRY - MT AIRY 1,97.37,4,152,148
SURRY - 15,SURRY - MT AIRY 5,94.03,3,67,63
SURRY - 16,SURRY - MT AIRY 6,94.64,3,56,53
SURRY - 17,SURRY - MT AIRY 7,81.51,4,119,97
SURRY - 18,SURRY - MT AIRY 8,82.83,4,99,82
SURRY - 19,SURRY - MT AIRY 9,70.42,3,71,50
SURRY - 22,SURRY - ROCKFORD,89.47,3,76,68
SURRY - 23,SURRY - SHOALS,98.33,2,60,59
SURRY - 24,SURRY - SILOAM,95.24,2,42,40
SURRY - 25,SURRY - STEWARTS CREEK 1,98.78,2,82,81
SURRY - 26,SURRY - STEWARTS CREEK 2,80.56,4,72,58
SURRY - 27,SURRY - WESTFIELD NORTH,98.53,2,68,67
SURRY - 28,SURRY - WESTFIELD SOUTH,94.23,3,52,49
SURRY - 29,SURRY - DOBSON 2,68.03,5,147,100
SURRY - 30,SURRY - ELKIN 3,53.25,5,246,131
SURRY - 32,SURRY - PILOT 2,58.39,2,161,94
SURRY - 34,SURRY - MT AIRY 4,40.85,5,164,67
SWAIN - ALARKA,"SWAIN - ALARKA, ALMOND, BRYSON CITY 1, & WHITTIER",100.0,1,36,36
SWAIN - ALMOND,"SWAIN - ALARKA, ALMOND, BRYSON CITY 1, & WHITTIER",91.46,3,164,150
SWAIN - BC1,"SWAIN - ALARKA, ALMOND, BRYSON CITY 1, & WHITTIER",97.5,2,200,195
SWAIN - BC2,SWAIN - BC2,97.74,2,133,130
SWAIN - WHCH,"SWAIN - ALARKA, ALMOND, BRYSON CITY 1, & WHITTIER",85.48,2,241,206
TRANSYLVANIA - B1,TRANSYLVANIA - BREVARD 1,97.22,2,72,70
TRANSYLVANIA - B2,TRANSYLVANIA - BREVARD 2,100.0,1,72,72
TRANSYLVANIA - B3,TRANSYLVANIA - BREVARD 3,100.0,1,86,86
TRANSYLVANIA - B4,TRANSYLVANIA - BREVARD 4,100.0,1,58,58
TRANSYLVANIA - BD,TRANSYLVANIA - BOYD,97.66,3,128,125
TRANSYLVANIA - CC.1,TRANSYLVANIA - CATHEYS CREEK,97.92,3,96,94
TRANSYLVANIA - CM,TRANSYLVANIA - CEDAR MOUNTAIN,100.0,1,75,75
TRANSYLVANIA - DR,TRANSYLVANIA - DUNNS ROCK,97.62,3,84,82
TRANSYLVANIA - EF,TRANSYLVANIA - EAST FORK & ROSMAN-EASTATOE,100.0,1,61,61
TRANSYLVANIA - LR,TRANSYLVANIA - LITTLE RIVER,97.33,3,75,73
TRANSYLVANIA - PF,TRANSYLVANIA - PISGAH FOREST,99.3,2,142,141
TRANSYLVANIA - RE.1,TRANSYLVANIA - EAST FORK & ROSMAN-EASTATOE,98.31,2,118,116
TRANSYLVANIA - TC1,TRANSYLVANIA - BALSAM GROVE & GLOUCESTER,96.77,2,62,60
TRANSYLVANIA - TC7,"TRANSYLVANIA - LAKE TOXAWAY, QUEBEC, & SAPPHIRE-WHITEWATER",100.0,1,133,133
TRANSYLVANIA - WC,TRANSYLVANIA - WILLIAMSON CREEK,98.04,2,51,50
TYRRELL - 1,TYRRELL - ALLIGATOR,100.0,1,35,35
TYRRELL - 14,TYRRELL - KILKENNY,100.0,1,32,32
TYRRELL - 15,TYRRELL - SCUPPERNONG,100.0,1,26,26
TYRRELL - 16,TYRRELL - SOUTH FORK,97.44,2,39,38
TYRRELL - 2,TYRRELL - COLUMBIA,98.52,2,135,133
TYRRELL - 3,TYRRELL - GUMNECK,100.0,1,59,59
UNION - 0005,UNION - 05,80.91,5,110,89
UNION - 001,UNION - 01,98.0,3,100,98
UNION - 0019,UNION - 19,100.0,1,93,93
UNION - 002,UNION - 02,98.99,2,99,98
UNION - 0020A,UNION - 20A,98.95,2,95,94
UNION - 0020B,UNION - 20B,100.0,1,90,90
UNION - 003,UNION - 03,100.0,1,39,39
UNION - 0030,UNION - 30,100.0,1,43,43
UNION - 004,UNION - 04,96.43,3,84,81
UNION - 0044,UNION - 20A,100.0,1,83,83
UNION - 0045,UNION - 19,73.33,2,60,44
UNION - 006,UNION - 06,100.0,1,104,104
UNION - 007,UNION - 07,100.0,1,79,79
UNION - 008,UNION - 08,99.1,2,111,110
UNION - 009,UNION - 09,96.7,3,91,88
UNION - 010,UNION - 10,98.47,2,131,129
UNION - 011,UNION - 11,97.92,3,96,94
UNION - 012,UNION - 12,95.18,2,83,79
UNION - 013,UNION - 13,100.0,1,52,52
UNION - 014,UNION - 14,91.67,4,84,77
UNION - 015,UNION - 15,96.3,3,108,104
UNION - 016,UNION - 16,99.44,2,178,177
UNION - 017A,UNION - 17A,100.0,1,40,40
UNION - 017B,UNION - 17B,96.83,2,189,183
UNION - 018,UNION - 18,100.0,1,52,52
UNION - 021,UNION - 21,100.0,1,91,91
UNION - 022,UNION - 22 & 33,100.0,1,36,36
UNION - 023,UNION - 23,100.0,1,48,48
UNION - 024,UNION - 24,100.0,1,52,52
UNION - 025,UNION - 25,97.53,3,81,79
UNION - 026,UNION - 26,100.0,1,76,76
UNION - 027,UNION - 27,93.0,2,100,93
UNION - 028A,UNION - 28,95.41,2,109,104
UNION - 028B,UNION - 28,100.0,1,36,36
UNION - 028C,UNION - 28,100.0,1,36,36
UNION - 028D,UNION - 28,98.28,3,116,114
UNION - 029A,UNION - 29A,100.0,1,55,55
UNION - 029B,UNION - 29B,94.44,2,18,17
UNION - 029C,UNION - 29C,100.0,1,52,52
UNION - 031,UNION - 31,100.0,1,69,69
UNION - 032,UNION - 32,96.23,3,53,51
UNION - 033,UNION - 22 & 33,100.0,1,82,82
UNION - 034,UNION - 34,100.0,1,153,153
UNION - 035,UNION - 35,93.75,2,32,30
UNION - 036,UNION - 36,94.07,3,118,111
UNION - 037A,UNION - 37,97.71,3,131,128
UNION - 037B,UNION - 37,100.0,1,16,16
UNION - 038A,UNION - 38A,97.4,3,77,75
UNION - 038B,UNION - 38B,93.88,3,49,46
UNION - 039,UNION - 39,100.0,1,124,124
UNION - 040,UNION - 40,92.22,4,90,83
UNION - 041,UNION - 41,100.0,1,62,62
UNION - 042,UNION - 42,97.22,2,72,70
UNION - 043,UNION - 43,100.0,1,105,105
VANCE - CC,VANCE - DABNEY,82.61,2,69,57
VANCE - CH,VANCE - HENDERSON EAST 1,48.48,4,231,112
VANCE - KITT,VANCE - KITTRELL,100.0,1,135,135
VANCE - MIDD,VANCE - MIDDLEBURG,100.0,1,106,106
VANCE - NH,VANCE - WILLIAMSBORO,60.47,3,86,52
VANCE - NV,VANCE - HENDERSON EAST 2,49.38,3,81,40
VANCE - SCRK,VANCE - SANDY CREEK,98.68,2,76,75
VANCE - SH,VANCE - HENDERSON SOUTH 1,55.77,6,208,116
VANCE - WH,VANCE - HENDERSON WEST 1,67.67,2,133,90
WAKE - 01-01,WAKE - 01-01,100.0,1,54,54
WAKE - 01-02,WAKE - 01-02,100.0,1,43,43
WAKE - 01-03,WAKE - 01-03,100.0,1,47,47
WAKE - 01-04,WAKE - 01-04,93.1,2,29,27
WAKE - 01-05,WAKE - 01-05,100.0,1,33,33
WAKE - 01-06,WAKE - 01-06,100.0,1,59,59
WAKE - 01-07,WAKE - 01-07,100.0,1,68,68
WAKE - 01-09,WAKE - 01-09,96.77,2,31,30
WAKE - 01-10,WAKE - 01-10,100.0,1,35,35
WAKE - 01-11,WAKE - 01-11,97.73,2,44,43
WAKE - 01-12,WAKE - 01-12,100.0,1,43,43
WAKE - 01-13,WAKE - 01-13,100.0,1,51,51
WAKE - 01-14,WAKE - 01-14,100.0,1,116,116
WAKE - 01-15,WAKE - 01-15,96.3,2,27,26
WAKE - 01-16,WAKE - 01-16,90.48,5,42,38
WAKE - 01-17,WAKE - 01-17,96.3,2,27,26
WAKE - 01-18,WAKE - 01-18,95.92,3,49,47
WAKE - 01-19,WAKE - 01-19,100.0,1,38,38
WAKE - 01-20,WAKE - 01-20,98.86,2,88,87
WAKE - 01-21,WAKE - 01-21,95.73,4,117,112
WAKE - 01-22,WAKE - 01-22,100.0,1,51,51
WAKE - 01-23,WAKE - 01-23,100.0,1,102,102
WAKE - 01-25,WAKE - 01-25,96.77,2,31,30
WAKE - 01-26,WAKE - 01-26,100.0,1,70,70
WAKE - 01-27,WAKE - 01-27,94.64,3,112,106
WAKE - 01-28,WAKE - 01-28,94.06,4,101,95
WAKE - 01-29,WAKE - 01-29,100.0,1,38,38
WAKE - 01-30,WAKE - 01-30,95.24,2,21,20
WAKE - 01-31,WAKE - 01-31,98.7,2,77,76
WAKE - 01-32,WAKE - 01-32,92.5,3,40,37
WAKE - 01-33,WAKE - 01-33,100.0,1,28,28
WAKE - 01-34,WAKE - 01-34,100.0,1,59,59
WAKE - 01-35,WAKE - 01-35,93.42,4,76,71
WAKE - 01-36,WAKE - 01-36,100.0,1,38,38
WAKE - 01-37,WAKE - 01-37,100.0,1,30,30
WAKE - 01-38,WAKE - 01-38,91.84,3,49,45
WAKE - 01-39,WAKE - 01-39,100.0,1,23,23
WAKE - 01-40,WAKE - 01-40,100.0,1,79,79
WAKE - 01-41,WAKE - 01-41,95.65,2,23,22
WAKE - 01-42,WAKE - 01-42,100.0,1,27,27
WAKE - 01-43,WAKE - 01-43,100.0,1,25,25
WAKE - 01-44,WAKE - 01-44,100.0,1,36,36
WAKE - 01-45,WAKE - 01-45,100.0,1,16,16
WAKE - 01-46,WAKE - 01-46,100.0,1,50,50
WAKE - 01-47,WAKE - 01-47,96.3,2,27,26
WAKE - 01-48,WAKE - 01-48,89.29,2,28,25
WAKE - 01-49,WAKE - 01-49,98.44,2,64,63
WAKE - 01-50,WAKE - 01-50,98.0,2,50,49
WAKE - 01-51,WAKE - 01-51,100.0,1,11,11
WAKE - 02-01,WAKE - 02-01,100.0,1,47,47
WAKE - 02-02,WAKE - 02-02,100.0,1,62,62
WAKE - 02-03,WAKE - 02-03,96.97,2,33,32
WAKE - 02-04,WAKE - 02-04,100.0,1,49,49
WAKE - 02-05,WAKE - 02-05,100.0,1,12,12
WAKE - 02-06,WAKE - 02-06,100.0,1,51,51
WAKE - 03-01,WAKE - 03-00,100.0,1,104,104
WAKE - 03-02,WAKE - 03-00,98.6,2,143,141
WAKE - 04-01,WAKE - 04-01,100.0,1,43,43
WAKE - 04-02,WAKE - 04-02,85.94,5,64,55
WAKE - 04-03,WAKE - 04-03,81.48,3,27,22
WAKE - 04-04,WAKE - 04-04,87.5,3,16,14
WAKE - 04-05,WAKE - 04-05,89.86,5,148,133
WAKE - 04-06,WAKE - 04-06,81.58,4,38,31
WAKE - 04-07,WAKE - 04-07,90.32,3,31,28
WAKE - 04-08,WAKE - 04-08,91.67,2,36,33
WAKE - 04-09,WAKE - 04-09,87.8,3,41,36
WAKE - 04-10,WAKE - 04-10,97.22,2,36,35
WAKE - 04-11,WAKE - 04-11,79.07,4,43,34
WAKE - 04-12,WAKE - 04-12,85.71,2,28,24
WAKE - 04-13,WAKE - 04-13,100.0,1,59,59
WAKE - 04-14,WAKE - 04-14,100.0,1,21,21
WAKE - 04-15,WAKE - 04-15,97.44,2,39,38
WAKE - 04-16,WAKE - 04-16,87.5,2,24,21
