"precinct_id","vap_18plus","white_vap","black_vap","native_vap","asian_vap","white_vap_pct","black_vap_pct","native_vap_pct","asian_vap_pct","hispanic_vap","hispanic_vap_pct"
"GREENE - BEAR","1011","669","259","4","3","66.17","25.62","0.4","0.3","",""
"GREENE - BULL","1107","567","320","5","0","51.22","28.91","0.45","0.0","",""
"GREENE - CAST","1043","664","272","11","1","63.66","26.08","1.05","0.1","",""
"GREENE - HOOK","967","492","309","9","1","50.88","31.95","0.93","0.1","",""
"GREENE - MAUR","4913","2170","2297","62","10","44.17","46.75","1.26","0.2","",""
"GREENE - SH#1","2011","1020","837","10","12","50.72","41.62","0.5","0.6","",""
"GREENE - SHIN","1897","1070","496","20","2","56.4","26.15","1.05","0.11","",""
"GREENE - SUGG","1238","631","408","8","3","50.97","32.96","0.65","0.24","",""
"GREENE - WALS","1282","644","339","15","0","50.23","26.44","1.17","0.0","",""
"GUILFORD - CG1","3409","2225","770","13","127","65.27","22.59","0.38","3.73","",""
"GUILFORD - CG2","2230","1709","235","6","126","76.64","10.54","0.27","5.65","",""
"GUILFORD - CG3A","1813","1371","228","3","111","75.62","12.58","0.17","6.12","",""
"GUILFORD - CG3B","2715","1911","478","4","167","70.39","17.61","0.15","6.15","",""
"GUILFORD - FEN1","4091","1499","2191","32","79","36.64","53.56","0.78","1.93","",""
"GUILFORD - FEN2","1993","1602","270","12","22","80.38","13.55","0.6","1.1","",""
"GUILFORD - FR1","5728","2571","1954","27","603","44.88","34.11","0.47","10.53","",""
"GUILFORD - FR2","2561","1761","318","5","302","68.76","12.42","0.2","11.79","",""
"GUILFORD - FR3","1570","1112","220","3","97","70.83","14.01","0.19","6.18","",""
"GUILFORD - FR4","1481","1163","134","10","60","78.53","9.05","0.68","4.05","",""
"GUILFORD - FR5A","2339","1610","361","6","170","68.83","15.43","0.26","7.27","",""
"GUILFORD - FR5B","1448","1043","190","3","58","72.03","13.12","0.21","4.01","",""
"GUILFORD - G01","1619","422","1066","1","58","26.07","65.84","0.06","3.58","",""
"GUILFORD - G02","1850","455","737","5","404","24.59","39.84","0.27","21.84","",""
"GUILFORD - G03","2336","192","1705","7","37","8.22","72.99","0.3","1.58","",""
"GUILFORD - G04","2436","211","1797","24","70","8.66","73.77","0.99","2.87","",""
"GUILFORD - G05","1538","77","1308","4","30","5.01","85.05","0.26","1.95","",""
"GUILFORD - G06","1583","103","1337","5","32","6.51","84.46","0.32","2.02","",""
"GUILFORD - G07","3136","819","1688","31","297","26.12","53.83","0.99","9.47","",""
"GUILFORD - G08","3043","633","1636","14","345","20.8","53.76","0.46","11.34","",""
"GUILFORD - G09","3895","878","2367","33","170","22.54","60.77","0.85","4.36","",""
"GUILFORD - G10","3546","810","2036","31","152","22.84","57.42","0.87","4.29","",""
"GUILFORD - G11","1895","1512","208","2","61","79.79","10.98","0.11","3.22","",""
"GUILFORD - G12","1162","951","98","3","26","81.84","8.43","0.26","2.24","",""
"GUILFORD - G13","1473","1218","136","4","16","82.69","9.23","0.27","1.09","",""
"GUILFORD - G14","1172","1048","37","0","11","89.42","3.16","0.0","0.94","",""
"GUILFORD - G15","1401","1209","88","8","22","86.3","6.28","0.57","1.57","",""
"GUILFORD - G16","1325","1223","30","2","7","92.3","2.26","0.15","0.53","",""
"GUILFORD - G17","1738","1466","102","2","61","84.35","5.87","0.12","3.51","",""
"GUILFORD - G18","1234","1125","26","1","16","91.17","2.11","0.08","1.3","",""
"GUILFORD - G19","1656","1408","150","7","23","85.02","9.06","0.42","1.39","",""
"GUILFORD - G20","2641","2187","261","8","61","82.81","9.88","0.3","2.31","",""
"GUILFORD - G21","4205","2405","1128","21","292","57.19","26.83","0.5","6.94","",""
"GUILFORD - G22","1708","1458","101","4","40","85.36","5.91","0.23","2.34","",""
"GUILFORD - G23","1723","1169","339","5","84","67.85","19.67","0.29","4.88","",""
"GUILFORD - G24","1705","1014","452","2","59","59.47","26.51","0.12","3.46","",""
"GUILFORD - G25","1978","1380","448","7","22","69.77","22.65","0.35","1.11","",""
"GUILFORD - G26","3591","1600","1485","12","193","44.56","41.35","0.33","5.37","",""
"GUILFORD - G27","3104","2283","529","21","103","73.55","17.04","0.68","3.32","",""
"GUILFORD - G28","1237","867","219","2","37","70.09","17.7","0.16","2.99","",""
"GUILFORD - G29","2105","1337","515","14","85","63.52","24.47","0.67","4.04","",""
"GUILFORD - G30","1755","1475","100","0","80","84.05","5.7","0.0","4.56","",""
"GUILFORD - G31","1549","1307","110","9","25","84.38","7.1","0.58","1.61","",""
"GUILFORD - G32","2277","1898","143","1","120","83.36","6.28","0.04","5.27","",""
"GUILFORD - G33","1553","1417","47","2","32","91.24","3.03","0.13","2.06","",""
"GUILFORD - G34","1681","1521","81","1","18","90.48","4.82","0.06","1.07","",""
"GUILFORD - G35","1145","1042","24","3","30","91.0","2.1","0.26","2.62","",""
"GUILFORD - G36","2160","1316","601","8","52","60.93","27.82","0.37","2.41","",""
"GUILFORD - G37","3442","1348","1503","25","106","39.16","43.67","0.73","3.08","",""
"GUILFORD - G38","2571","1683","535","12","109","65.46","20.81","0.47","4.24","",""
"GUILFORD - G39","1948","1408","246","6","69","72.28","12.63","0.31","3.54","",""
"GUILFORD - G40A1","1653","1272","162","1","90","76.95","9.8","0.06","5.44","",""
"GUILFORD - G40A2","1516","1067","276","6","67","70.38","18.21","0.4","4.42","",""
"GUILFORD - G40B","1601","1161","217","11","126","72.52","13.55","0.69","7.87","",""
"GUILFORD - G41A","2009","1323","414","2","70","65.85","20.61","0.1","3.48","",""
"GUILFORD - G41B","2333","1595","266","6","226","68.37","11.4","0.26","9.69","",""
"GUILFORD - G42A","1647","1211","251","2","55","73.53","15.24","0.12","3.34","",""
"GUILFORD - G42B","1085","990","54","4","7","91.24","4.98","0.37","0.65","",""
"GUILFORD - G43","3803","1684","1497","31","138","44.28","39.36","0.82","3.63","",""
"GUILFORD - G44","4226","2287","1463","9","131","54.12","34.62","0.21","3.1","",""
"GUILFORD - G45","5790","2744","2180","24","217","47.39","37.65","0.41","3.75","",""
"GUILFORD - G46","3779","407","2947","25","49","10.77","77.98","0.66","1.3","",""
"GUILFORD - G47","3844","1449","1692","19","124","37.7","44.02","0.49","3.23","",""
"GUILFORD - G48","5068","2613","1808","37","171","51.56","35.67","0.73","3.37","",""
"GUILFORD - G49","1619","614","762","8","53","37.92","47.07","0.49","3.27","",""
"GUILFORD - G50","4704","1047","2370","64","158","22.26","50.38","1.36","3.36","",""
"GUILFORD - G51","2540","790","849","31","326","31.1","33.43","1.22","12.83","",""
"GUILFORD - G52","2590","347","1675","27","105","13.4","64.67","1.04","4.05","",""
"GUILFORD - G53","3550","403","2421","34","60","11.35","68.2","0.96","1.69","",""
"GUILFORD - G54","3558","585","2320","20","51","16.44","65.21","0.56","1.43","",""
"GUILFORD - G55","2751","478","1767","33","128","17.38","64.23","1.2","4.65","",""
"GUILFORD - G56","2200","439","817","29","583","19.95","37.14","1.32","26.5","",""
"GUILFORD - G57","2242","505","1217","25","162","22.52","54.28","1.12","7.23","",""
"GUILFORD - G58","2624","570","1381","30","199","21.72","52.63","1.14","7.58","",""
"GUILFORD - G59","1863","435","857","26","178","23.35","46.0","1.4","9.55","",""
"GUILFORD - G60","3121","800","1210","47","255","25.63","38.77","1.51","8.17","",""
"GUILFORD - G61","2658","603","1279","27","209","22.69","48.12","1.02","7.86","",""
"GUILFORD - G62","2017","965","615","16","115","47.84","30.49","0.79","5.7","",""
"GUILFORD - G63","2287","1286","786","2","87","56.23","34.37","0.09","3.8","",""
"GUILFORD - G64","3641","1374","1603","30","144","37.74","44.03","0.82","3.95","",""
"GUILFORD - G65","2933","1517","851","21","234","51.72","29.01","0.72","7.98","",""
"GUILFORD - G66","2628","1494","617","18","265","56.85","23.48","0.68","10.08","",""
"GUILFORD - G67","1734","46","1527","7","16","2.65","88.06","0.4","0.92","",""
"GUILFORD - G68","3152","57","2865","7","4","1.81","90.89","0.22","0.13","",""
"GUILFORD - G69","2602","657","1666","8","44","25.25","64.03","0.31","1.69","",""
"GUILFORD - G70","3013","88","2646","10","24","2.92","87.82","0.33","0.8","",""
"GUILFORD - G71","2794","95","2304","30","86","3.4","82.46","1.07","3.08","",""
"GUILFORD - G72","2991","261","2185","20","111","8.73","73.05","0.67","3.71","",""
"GUILFORD - G73","1723","96","1401","12","16","5.57","81.31","0.7","0.93","",""
"GUILFORD - G74","2157","75","1905","8","7","3.48","88.32","0.37","0.32","",""
"GUILFORD - G75","1801","184","1384","15","56","10.22","76.85","0.83","3.11","",""
"GUILFORD - GIB","3125","2120","710","16","23","67.84","22.72","0.51","0.74","",""
"GUILFORD - GR","2925","2612","114","10","7","89.3","3.9","0.34","0.24","",""
"GUILFORD - H01","3061","1080","1081","40","178","35.28","35.32","1.31","5.82","",""
"GUILFORD - H02","2111","1207","512","26","99","57.18","24.25","1.23","4.69","",""
"GUILFORD - H03","2867","675","1162","28","404","23.54","40.53","0.98","14.09","",""
"GUILFORD - H04","3728","1258","1106","46","796","33.74","29.67","1.23","21.35","",""
"GUILFORD - H05","2818","558","1547","29","292","19.8","54.9","1.03","10.36","",""
"GUILFORD - H06","3304","1593","1007","14","313","48.21","30.48","0.42","9.47","",""
"GUILFORD - H07","1900","268","1249","10","52","14.11","65.74","0.53","2.74","",""
"GUILFORD - H08","1714","240","1220","5","61","14.0","71.18","0.29","3.56","",""
"GUILFORD - H09","2273","277","1678","13","64","12.19","73.82","0.57","2.82","",""
"GUILFORD - H10","2379","387","1540","25","195","16.27","64.73","1.05","8.2","",""
"GUILFORD - H11","5260","3320","1282","22","107","63.12","24.37","0.42","2.03","",""
"GUILFORD - H12","1780","745","708","31","54","41.85","39.78","1.74","3.03","",""
"GUILFORD - H13","2048","1556","302","7","60","75.98","14.75","0.34","2.93","",""
"GUILFORD - H14","1464","1167","138","3","62","79.71","9.43","0.2","4.23","",""
"GUILFORD - H15","2430","1326","695","21","155","54.57","28.6","0.86","6.38","",""
"GUILFORD - H16","1592","1020","282","9","126","64.07","17.71","0.57","7.91","",""
"GUILFORD - H17","1840","733","723","8","97","39.84","39.29","0.43","5.27","",""
"GUILFORD - H18","2698","974","1302","15","148","36.1","48.26","0.56","5.49","",""
"GUILFORD - H19A","1706","375","1000","8","107","21.98","58.62","0.47","6.27","",""
"GUILFORD - H19B","1285","769","344","2","55","59.84","26.77","0.16","4.28","",""
"GUILFORD - H20A","1682","995","422","13","87","59.16","25.09","0.77","5.17","",""
"GUILFORD - H20B","1316","896","264","4","72","68.09","20.06","0.3","5.47","",""
"GUILFORD - H21","1688","1125","303","14","99","66.65","17.95","0.83","5.86","",""
"GUILFORD - H22","1947","895","687","7","106","45.97","35.29","0.36","5.44","",""
"GUILFORD - H23","1632","1182","240","3","75","72.43","14.71","0.18","4.6","",""
"GUILFORD - H24","2504","1688","411","11","194","67.41","16.41","0.44","7.75","",""
"GUILFORD - H25","3354","2332","533","6","251","69.53","15.89","0.18","7.48","",""
"GUILFORD - H26","2186","1472","393","2","159","67.34","17.98","0.09","7.27","",""
"GUILFORD - H27-A","2136","1329","350","19","279","62.22","16.39","0.89","13.06","",""
"GUILFORD - H27-B","2346","1338","378","13","379","57.03","16.11","0.55","16.16","",""
"GUILFORD - H28","3103","1653","902","15","222","53.27","29.07","0.48","7.15","",""
"GUILFORD - H29A","2723","1361","827","7","279","49.98","30.37","0.26","10.25","",""
"GUILFORD - H29B","3541","1909","932","24","362","53.91","26.32","0.68","10.22","",""
"GUILFORD - JAM1","2821","2154","397","6","80","76.36","14.07","0.21","2.84","",""
"GUILFORD - JAM2","1916","1353","325","8","91","70.62","16.96","0.42","4.75","",""
"GUILFORD - JAM3","2035","1318","322","8","204","64.77","15.82","0.39","10.02","",""
"GUILFORD - JAM4","2941","2229","313","22","165","75.79","10.64","0.75","5.61","",""
"GUILFORD - JAM5","1945","1425","85","14","244","73.26","4.37","0.72","12.54","",""
"GUILFORD - JEF1","3634","1947","1206","15","67","53.58","33.19","0.41","1.84","",""
"GUILFORD - JEF2","3468","1418","1572","36","53","40.89","45.33","1.04","1.53","",""
"GUILFORD - JEF3","4081","948","2629","30","104","23.23","64.42","0.74","2.55","",""
"GUILFORD - JEF4","2214","1376","594","30","67","62.15","26.83","1.36","3.03","",""
"GUILFORD - MON1","3593","1248","1796","32","60","34.73","49.99","0.89","1.67","",""
"GUILFORD - MON2A","3973","1117","2378","29","45","28.11","59.85","0.73","1.13","",""
"GUILFORD - MON2B","1852","796","872","5","29","42.98","47.08","0.27","1.57","",""
"GUILFORD - MON3","4766","3494","791","23","78","73.31","16.6","0.48","1.64","",""
"GUILFORD - NCGR1","3143","2648","233","7","109","84.25","7.41","0.22","3.47","",""
"GUILFORD - NCGR2","2474","2104","154","6","65","85.04","6.22","0.24","2.63","",""
"GUILFORD - NCLAY1","2517","1800","509","11","48","71.51","20.22","0.44","1.91","",""
"GUILFORD - NCLAY2","1468","1277","81","12","26","86.99","5.52","0.82","1.77","",""
"GUILFORD - NDRI","2957","2383","140","13","184","80.59","4.73","0.44","6.22","",""
"GUILFORD - NMAD","3148","1628","1104","15","71","51.72","35.07","0.48","2.26","",""
"GUILFORD - NWASH","1395","1236","74","8","1","88.6","5.3","0.57","0.07","",""
"GUILFORD - OR1","3822","3124","184","10","236","81.74","4.81","0.26","6.17","",""
"GUILFORD - OR2","2549","2040","139","5","199","80.03","5.45","0.2","7.81","",""
"GUILFORD - PG1","2143","1452","453","18","9","67.76","21.14","0.84","0.42","",""
"GUILFORD - PG2","2848","2450","253","17","16","86.03","8.88","0.6","0.56","",""
"GUILFORD - RC1","3930","2269","1327","11","65","57.74","33.77","0.28","1.65","",""
"GUILFORD - RC2","6325","3826","1777","25","151","60.49","28.09","0.4","2.39","",""
"GUILFORD - SCLAY","2183","1960","85","16","8","89.78","3.89","0.73","0.37","",""
"GUILFORD - SDRI","6195","4177","730","20","824","67.43","11.78","0.32","13.3","",""
"GUILFORD - SF1","3423","2739","196","8","197","80.02","5.73","0.23","5.76","",""
"GUILFORD - SF2","1729","1534","54","11","22","88.72","3.12","0.64","1.27","",""
"GUILFORD - SF3","3366","2172","290","5","652","64.53","8.62","0.15","19.37","",""
"GUILFORD - SF4","3667","2804","283","1","339","76.47","7.72","0.03","9.24","",""
"GUILFORD - SMAD","2947","1915","724","15","14","64.98","24.57","0.51","0.48","",""
"GUILFORD - STOK","4456","3825","228","28","102","85.84","5.12","0.63","2.29","",""
"GUILFORD - SUM1","2596","905","1292","18","104","34.86","49.77","0.69","4.01","",""
"GUILFORD - SUM2","2718","1086","1244","33","71","39.96","45.77","1.21","2.61","",""
"GUILFORD - SUM3","1494","1164","89","17","5","77.91","5.96","1.14","0.33","",""
"GUILFORD - SUM4","2160","1944","49","15","11","90.0","2.27","0.69","0.51","",""
"GUILFORD - SWASH","1064","902","81","8","6","84.77","7.61","0.75","0.56","",""
"HALIFAX - BUTWD","443","175","234","16","1","39.5","52.82","3.61","0.23","",""
"HALIFAX - CONC","331","106","205","5","0","32.02","61.93","1.51","0.0","",""
"HALIFAX - ENF 2","1308","177","1075","11","0","13.53","82.19","0.84","0.0","",""
"HALIFAX - ENF1","2132","397","1647","17","0","18.62","77.25","0.8","0.0","",""
"HALIFAX - FAUCT","1342","791","499","4","7","58.94","37.18","0.3","0.52","",""
"HALIFAX - HAL","2299","643","1522","15","2","27.97","66.2","0.65","0.09","",""
"HALIFAX - HOL","2291","212","905","1048","3","9.25","39.5","45.74","0.13","",""
"HALIFAX - HPR","1147","471","603","2","0","41.06","52.57","0.17","0.0","",""
"HALIFAX - LIT","2955","1523","1326","25","10","51.54","44.87","0.85","0.34","",""
"HALIFAX - RINGW","1292","175","1014","36","2","13.54","78.48","2.79","0.15","",""
"HALIFAX - RR 10","2809","1614","984","13","96","57.46","35.03","0.46","3.42","",""
"HALIFAX - RR 11","2755","1743","861","24","13","63.27","31.25","0.87","0.47","",""
"HALIFAX - RR1-2","1481","901","459","14","12","60.84","30.99","0.95","0.81","",""
"HALIFAX - RR3-4","2302","1820","308","11","31","79.06","13.38","0.48","1.35","",""
"HALIFAX - RR7-9","4283","1468","2582","18","0","34.28","60.28","0.42","0.0","",""
"HALIFAX - RRCE","3578","2265","1081","33","33","63.3","30.21","0.92","0.92","",""
"HALIFAX - SN","2438","644","1706","5","3","26.42","69.98","0.21","0.12","",""
"HALIFAX - WEL 3","2295","737","1477","10","9","32.11","64.36","0.44","0.39","",""
"HALIFAX - WEL1-2","1494","335","1076","10","3","22.42","72.02","0.67","0.2","",""
"HARNETT - PR08","8787","5866","1205","83","65","66.76","13.71","0.94","0.74","",""
"HARNETT - PR23","6702","4721","951","55","26","70.44","14.19","0.82","0.39","",""
"HARNETT - PR24","8304","5953","979","81","49","71.69","11.79","0.98","0.59","",""
"HARNETT - PR25","3790","1919","1466","57","32","50.63","38.68","1.5","0.84","",""
"HARNETT - PR26","4939","3604","771","82","10","72.97","15.61","1.66","0.2","",""
"HARNETT - PR28","6898","5421","695","54","32","78.59","10.08","0.78","0.46","",""
"HARNETT - PR29","5371","3486","1373","65","30","64.9","25.56","1.21","0.56","",""
"HARNETT - PR32","6946","5163","1041","49","116","74.33","14.99","0.71","1.67","",""
"HARNETT - PR33","8322","5246","1631","69","101","63.04","19.6","0.83","1.21","",""
"HARNETT - PR34","8289","4942","1814","80","265","59.62","21.88","0.97","3.2","",""
"HARNETT - PR35","4300","2915","762","49","45","67.79","17.72","1.14","1.05","",""
"HARNETT - PR36","7781","4233","2198","98","196","54.4","28.25","1.26","2.52","",""
"HARNETT - PR37","9967","5907","2158","136","158","59.27","21.65","1.36","1.59","",""
"HARNETT - PR38","3025","1358","1365","56","8","44.89","45.12","1.85","0.26","",""
"HARNETT - PR39","4648","2355","1634","43","35","50.67","35.15","0.93","0.75","",""
"HAYWOOD - AC","2600","2359","16","22","26","90.73","0.62","0.85","1.0","",""
"HAYWOOD - BC","48","35","2","0","0","72.92","4.17","0.0","0.0","",""
"HAYWOOD - BE1","1559","1418","25","14","6","90.96","1.6","0.9","0.38","",""
"HAYWOOD - BE2","1365","1247","11","9","0","91.36","0.81","0.66","0.0","",""
"HAYWOOD - BE3","2224","2057","18","14","13","92.49","0.81","0.63","0.58","",""
"HAYWOOD - BE4","1869","1776","12","5","11","95.02","0.64","0.27","0.59","",""
"HAYWOOD - BE5-6","2069","1829","115","14","3","88.4","5.56","0.68","0.14","",""
"HAYWOOD - BE7","1310","1208","17","12","5","92.21","1.3","0.92","0.38","",""
"HAYWOOD - CE","409","398","1","2","0","97.31","0.24","0.49","0.0","",""
"HAYWOOD - CLN","2420","2198","21","9","18","90.83","0.87","0.37","0.74","",""
"HAYWOOD - CLS","2871","2587","51","25","14","90.11","1.78","0.87","0.49","",""
"HAYWOOD - CR","1562","1488","0","0","5","95.26","0.0","0.0","0.32","",""
"HAYWOOD - EF","1379","1256","2","9","9","91.08","0.15","0.65","0.65","",""
"HAYWOOD - FC-1","799","767","0","3","2","95.99","0.0","0.38","0.25","",""
"HAYWOOD - FC-2","166","159","0","1","0","95.78","0.0","0.6","0.0","",""
"HAYWOOD - HA","1293","1129","37","11","4","87.32","2.86","0.85","0.31","",""
"HAYWOOD - ID","1031","972","3","1","3","94.28","0.29","0.1","0.29","",""
"HAYWOOD - IH","4269","3906","20","21","42","91.5","0.47","0.49","0.98","",""
